,,,,,
Date ,Time,PV gen (kW),Load (kW),"Temp (°C)
",pmaxpu
4/5/2015,8:00:00 AM,0.818,0.4968050837,15.743,
4/5/2015,9:00:00 AM,1.311,0.432293378,17.073,
4/5/2015,10:00:00 AM,1.749,0.3604550436,18.226,
4/5/2015,11:00:00 AM,2.036,0.2676566567,19.232,
4/5/2015,12:00:00 PM,2.133,0.2743668218,20.012,
4/5/2015,1:00:00 PM,2.064,0.3274858081,20.323,
4/5/2015,2:00:00 PM,1.708,0.2832213543,19.93,
4/5/2015,3:00:00 PM,1.207,0.3394302436,19.077,
4/5/2015,4:00:00 PM,0.772,0.4595996017,18.12,
4/5/2015,5:00:00 PM,0.267,0.6180643154,17.068,
4/5/2015,6:00:00 PM,0.008,0.7391189708,15.918,
4/5/2015,7:00:00 PM,0,0.7649903272,14.959,
4/5/2015,8:00:00 PM,0,0.6932836353,14.249,
4/5/2015,9:00:00 PM,0,0.5838191534,13.56,
4/5/2015,10:00:00 PM,0,0.4639553924,13.035,
4/5/2015,11:00:00 PM,0,0.290789089,12.558,
4/5/2015,12:00:00 AM,0,0.406084584,12.199,
4/6/2015,1:00:00 AM,0,0.3197662093,12.242,
4/6/2015,2:00:00 AM,0,0.3334339701,12.68,
4/6/2015,3:00:00 AM,0,0.3358772407,13.31,
4/6/2015,4:00:00 AM,0,0.3461736587,13.782,
4/6/2015,5:00:00 AM,0,0.3877324186,13.86,
4/6/2015,6:00:00 AM,0,0.3991448616,13.503,
4/6/2015,7:00:00 AM,0.071,0.4854267898,13.119,
4/6/2015,8:00:00 AM,0.398,0.5024992488,13.288,
4/6/2015,9:00:00 AM,1.084,0.4869634926,13.734,
4/6/2015,10:00:00 AM,1.495,0.4704889516,14.318,
4/6/2015,11:00:00 AM,1.68,0.347506122,14.548,
4/6/2015,12:00:00 PM,1.764,0.3898287204,14.637,
4/6/2015,1:00:00 PM,1.671,0.3662484026,14.528,
4/6/2015,2:00:00 PM,1.378,0.453708946,14.112,
4/6/2015,3:00:00 PM,0.965,0.5453529158,13.454,
4/6/2015,4:00:00 PM,0.551,0.6811598854,12.733,
4/6/2015,5:00:00 PM,0.189,0.8542372765,12.094,
4/6/2015,6:00:00 PM,0.001,1.042504392,11.449,
4/6/2015,7:00:00 PM,0,1.058782265,11.321,
4/6/2015,8:00:00 PM,0,0.956849705,11.552,
4/6/2015,9:00:00 PM,0,0.7769015919,11.869,
4/6/2015,10:00:00 PM,0,0.5555722723,12.183,
4/6/2015,11:00:00 PM,0,0.3232947057,12.415,
4/6/2015,12:00:00 AM,0,0.4194758378,12.456,
4/7/2015,1:00:00 AM,0,0.2857665421,12.303,
4/7/2015,2:00:00 AM,0,0.3211035842,12.186,
4/7/2015,3:00:00 AM,0,0.352836884,12.232,
4/7/2015,4:00:00 AM,0,0.3628739463,12.501,
4/7/2015,5:00:00 AM,0,0.3755884088,12.764,
4/7/2015,6:00:00 AM,0,0.4820992845,12.871,
4/7/2015,7:00:00 AM,0.049,0.6479357279,12.987,
4/7/2015,8:00:00 AM,0.343,0.6583784903,13.568,
4/7/2015,9:00:00 AM,0.732,0.5526622955,14.292,
4/7/2015,10:00:00 AM,1.091,0.4839727798,14.983,
4/7/2015,11:00:00 AM,1.361,0.3815772392,15.634,
4/7/2015,12:00:00 PM,1.49,0.4227374982,16.089,
4/7/2015,1:00:00 PM,1.955,0.4348729156,16.637,
4/7/2015,2:00:00 PM,1.885,0.4665423966,16.888,
4/7/2015,3:00:00 PM,1.551,0.5111030477,16.673,
4/7/2015,4:00:00 PM,1.025,0.6235928894,16.057,
4/7/2015,5:00:00 PM,0.377,0.810731908,15.076,
4/7/2015,6:00:00 PM,0.001,1.015467436,14.139,
4/7/2015,7:00:00 PM,0,1.059254647,13.739,
4/7/2015,8:00:00 PM,0,0.975526334,13.389,
4/7/2015,9:00:00 PM,0,0.8140899882,12.955,
4/7/2015,10:00:00 PM,0,0.5954452147,12.635,
4/7/2015,11:00:00 PM,0,0.3557649348,12.427,
4/7/2015,12:00:00 AM,0,0.4306324262,12.044,
4/8/2015,1:00:00 AM,0,0.3091827611,11.464,
4/8/2015,2:00:00 AM,0,0.3133214869,11.086,
4/8/2015,3:00:00 AM,0,0.3568685962,11.129,
4/8/2015,4:00:00 AM,0,0.3725092828,11.326,
4/8/2015,5:00:00 AM,0,0.4075562308,11.431,
4/8/2015,6:00:00 AM,0,0.4761241985,11.539,
4/8/2015,7:00:00 AM,0.075,0.6367032149,12.464,
4/8/2015,8:00:00 AM,0.427,0.6485985619,13.972,
4/8/2015,9:00:00 AM,0.928,0.5248756486,15.414,
4/8/2015,10:00:00 AM,1.152,0.4582979127,16.413,
4/8/2015,11:00:00 AM,1.221,0.3542593766,17.122,
4/8/2015,12:00:00 PM,1.535,0.3401105732,17.968,
4/8/2015,1:00:00 PM,1.802,0.3468477911,18.752,
4/8/2015,2:00:00 PM,1.739,0.3196196061,19.169,
4/8/2015,3:00:00 PM,1.5,0.2989369549,19.093,
4/8/2015,4:00:00 PM,0.902,0.427657225,18.502,
4/8/2015,5:00:00 PM,0.348,0.6362085927,17.513,
4/8/2015,6:00:00 PM,0.006,0.8767195294,15.773,
4/8/2015,7:00:00 PM,0,0.9717965963,14.593,
4/8/2015,8:00:00 PM,0,0.9031480994,13.729,
4/8/2015,9:00:00 PM,0,0.7495647513,13.069,
4/8/2015,10:00:00 PM,0,0.5659115929,12.515,
4/8/2015,11:00:00 PM,0,0.3623896602,12.01,
4/8/2015,12:00:00 AM,0,0.4151447468,11.602,
4/9/2015,1:00:00 AM,0,0.3029340375,11.313,
4/9/2015,2:00:00 AM,0,0.3297904573,11.111,
4/9/2015,3:00:00 AM,0,0.3594669274,10.871,
4/9/2015,4:00:00 AM,0,0.3546823964,10.576,
4/9/2015,5:00:00 AM,0,0.3912157969,10.236,
4/9/2015,6:00:00 AM,0,0.4879478303,9.874,
4/9/2015,7:00:00 AM,0.172,0.6135526579,10.392,
4/9/2015,8:00:00 AM,0.824,0.5991596711,12.264,
4/9/2015,9:00:00 AM,1.46,0.4524837662,15.014,
4/9/2015,10:00:00 AM,1.958,0.4155024889,16.983,
4/9/2015,11:00:00 AM,2.221,0.3815241492,18.27,
4/9/2015,12:00:00 PM,2.379,0.3890801074,19.288,
4/9/2015,1:00:00 PM,2.353,0.3705390197,19.94,
4/9/2015,2:00:00 PM,2.142,0.36038531,20.168,
4/9/2015,3:00:00 PM,1.755,0.3769666775,19.971,
4/9/2015,4:00:00 PM,1.206,0.4536666466,19.293,
4/9/2015,5:00:00 PM,0.502,0.66384867,18.012,
4/9/2015,6:00:00 PM,0.007,0.9112496039,15.61,
4/9/2015,7:00:00 PM,0,0.9850744945,14.322,
4/9/2015,8:00:00 PM,0,0.9268346554,13.434,
4/9/2015,9:00:00 PM,0,0.786228556,12.671,
4/9/2015,10:00:00 PM,0,0.5758895215,12.05,
4/9/2015,11:00:00 PM,0,0.3837376643,11.604,
4/9/2015,12:00:00 AM,0,0.3908325142,11.28,
4/10/2015,1:00:00 AM,0,0.2667511107,10.996,
4/10/2015,2:00:00 AM,0,0.3344086937,10.734,
4/10/2015,3:00:00 AM,0,0.3504142919,10.505,
4/10/2015,4:00:00 AM,0,0.3669755408,10.262,
4/10/2015,5:00:00 AM,0,0.4076248659,9.97,
4/10/2015,6:00:00 AM,0,0.4967788594,9.739,
4/10/2015,7:00:00 AM,0.201,0.6274957146,10.405,
4/10/2015,8:00:00 AM,0.9,0.5812500076,12.508,
4/10/2015,9:00:00 AM,1.545,0.4160188819,14.986,
4/10/2015,10:00:00 AM,1.951,0.2705012642,17.495,
4/10/2015,11:00:00 AM,2.238,0.1393060911,18.963,
4/10/2015,12:00:00 PM,2.379,0.1434443834,20.154,
4/10/2015,1:00:00 PM,2.381,0.1402279773,21.081,
4/10/2015,2:00:00 PM,2.176,0.1722437633,21.608,
4/10/2015,3:00:00 PM,1.794,0.2540837577,21.73,
4/10/2015,4:00:00 PM,1.232,0.3928139617,21.388,
4/10/2015,5:00:00 PM,0.521,0.5724287809,20.273,
4/10/2015,6:00:00 PM,0.007,0.7683724953,17.587,
4/10/2015,7:00:00 PM,0,0.8402829722,16.025,
4/10/2015,8:00:00 PM,0,0.8005603174,15.085,
4/10/2015,9:00:00 PM,0,0.6772672849,14.412,
4/10/2015,10:00:00 PM,0,0.5390598197,13.911,
4/10/2015,11:00:00 PM,0,0.3556183762,13.446,
4/10/2015,12:00:00 AM,0,0.4705090281,12.977,
4/11/2015,1:00:00 AM,0,0.3127921186,12.571,
4/11/2015,2:00:00 AM,0,0.3509645095,12.223,
4/11/2015,3:00:00 AM,0,0.3610175343,11.931,
4/11/2015,4:00:00 AM,0,0.3428267555,11.88,
4/11/2015,5:00:00 AM,0,0.3837680337,12.064,
4/11/2015,6:00:00 AM,0,0.4341956228,12.139,
4/11/2015,7:00:00 AM,0.164,0.5046745688,12.267,
4/11/2015,8:00:00 AM,0.706,0.4876442581,14.945,
4/11/2015,9:00:00 AM,1.295,0.3900487341,17.564,
4/11/2015,10:00:00 AM,1.893,0.3109040108,20.651,
4/11/2015,11:00:00 AM,2.214,0.1811749238,22.209,
4/11/2015,12:00:00 PM,2.316,0.1742811109,23.186,
4/11/2015,1:00:00 PM,2.268,0.1760961648,23.807,
4/11/2015,2:00:00 PM,2.03,0.2007453856,24.054,
4/11/2015,3:00:00 PM,1.66,0.293420067,23.858,
4/11/2015,4:00:00 PM,1.115,0.4134180788,23.222,
4/11/2015,5:00:00 PM,0.465,0.6114879875,21.651,
4/11/2015,6:00:00 PM,0.004,0.7713561923,18.513,
4/11/2015,7:00:00 PM,0,0.7923398273,17.221,
4/11/2015,8:00:00 PM,0,0.7205004649,16.57,
4/11/2015,9:00:00 PM,0,0.6116619853,15.842,
4/11/2015,10:00:00 PM,0,0.4601321106,15.19,
4/11/2015,11:00:00 PM,0,0.3668936183,14.639,
4/11/2015,12:00:00 AM,0,0.4480917916,14.394,
4/12/2015,1:00:00 AM,0,0.2998091309,14.283,
4/12/2015,2:00:00 AM,0,0.3399353815,14.117,
4/12/2015,3:00:00 AM,0,0.3521820307,13.595,
4/12/2015,4:00:00 AM,0,0.3831448216,13.17,
4/12/2015,5:00:00 AM,0,0.367464611,13.004,
4/12/2015,6:00:00 AM,0,0.4117184327,12.893,
4/12/2015,7:00:00 AM,0.095,0.4613318872,13.088,
4/12/2015,8:00:00 AM,0.513,0.4956643144,14.676,
4/12/2015,9:00:00 AM,1.463,0.5137346399,17.102,
4/12/2015,10:00:00 AM,1.789,0.4730073282,21.159,
4/12/2015,11:00:00 AM,1.82,0.3216758352,23.054,
4/12/2015,12:00:00 PM,1.558,0.3248798283,23.687,
4/12/2015,1:00:00 PM,1.307,0.3306018747,23.727,
4/12/2015,2:00:00 PM,1.291,0.3617629545,23.843,
4/12/2015,3:00:00 PM,1.117,0.4018491684,23.847,
4/12/2015,4:00:00 PM,0.621,0.5324689264,23.37,
4/12/2015,5:00:00 PM,0.19,0.6516431635,22.088,
4/12/2015,6:00:00 PM,0,0.8139788135,20.098,
4/12/2015,7:00:00 PM,0,0.8329674783,19.012,
4/12/2015,8:00:00 PM,0,0.7684318395,17.941,
4/12/2015,9:00:00 PM,0,0.6285889346,17.164,
4/12/2015,10:00:00 PM,0,0.4803386755,16.617,
4/12/2015,11:00:00 PM,0,0.3298967823,16.157,
4/12/2015,12:00:00 AM,0,0.4081195265,15.788,
4/13/2015,1:00:00 AM,0,0.2640240411,15.48,
4/13/2015,2:00:00 AM,0,0.3285678672,14.953,
4/13/2015,3:00:00 AM,0,0.343153945,14.898,
4/13/2015,4:00:00 AM,0,0.345936672,15.015,
4/13/2015,5:00:00 AM,0,0.357832944,14.996,
4/13/2015,6:00:00 AM,0,0.4393351515,14.839,
4/13/2015,7:00:00 AM,0.014,0.5159469228,15.102,
4/13/2015,8:00:00 AM,0.196,0.5365417652,16.215,
4/13/2015,9:00:00 AM,0.522,0.4565010121,17.707,
4/13/2015,10:00:00 AM,0.93,0.4285139239,20.217,
4/13/2015,11:00:00 AM,1.184,0.3211675888,23.016,
4/13/2015,12:00:00 PM,1.342,0.3487916986,24.629,
4/13/2015,1:00:00 PM,1.097,0.4528356084,25.078,
4/13/2015,2:00:00 PM,0.979,0.5017486556,25.288,
4/13/2015,3:00:00 PM,0.562,0.5289725778,24.944,
4/13/2015,4:00:00 PM,0.265,0.5976646521,23.916,
4/13/2015,5:00:00 PM,0.05,0.7254865356,22.015,
4/13/2015,6:00:00 PM,0,0.8470166642,20.48,
4/13/2015,7:00:00 PM,0,0.8439964341,19.573,
4/13/2015,8:00:00 PM,0,0.7540716457,18.918,
4/13/2015,9:00:00 PM,0,0.6250391158,18.191,
4/13/2015,10:00:00 PM,0,0.4874239905,17.629,
4/13/2015,11:00:00 PM,0,0.3272585358,17.535,
4/13/2015,12:00:00 AM,0,0.3870839136,17.556,
4/14/2015,1:00:00 AM,0,0.2566669103,17.423,
4/14/2015,2:00:00 AM,0,0.3240165172,17.272,
4/14/2015,3:00:00 AM,0,0.3580086149,17.354,
4/14/2015,4:00:00 AM,0,0.3441559369,17.533,
4/14/2015,5:00:00 AM,0,0.3575960514,17.8,
4/14/2015,6:00:00 AM,0,0.428354265,17.744,
4/14/2015,7:00:00 AM,0.053,0.5006224914,17.963,
4/14/2015,8:00:00 AM,0.33,0.5069052514,19.273,
4/14/2015,9:00:00 AM,0.632,0.4586033909,21.052,
4/14/2015,10:00:00 AM,0.939,0.3293084612,23.209,
4/14/2015,11:00:00 AM,1.23,0.3468113099,24.86,
4/14/2015,12:00:00 PM,1.316,0.3731394364,25.742,
4/14/2015,1:00:00 PM,0.986,0.3148301796,25.36,
4/14/2015,2:00:00 PM,0.776,0.3895078135,24.968,
4/14/2015,3:00:00 PM,0.73,0.428589477,25.169,
4/14/2015,4:00:00 PM,0.528,0.5259390132,25.089,
4/14/2015,5:00:00 PM,0.207,0.6565508017,23.857,
4/14/2015,6:00:00 PM,0,0.8143847228,21.464,
4/14/2015,7:00:00 PM,0,0.8386348296,20.322,
4/14/2015,8:00:00 PM,0,0.7534812341,19.423,
4/14/2015,9:00:00 PM,0,0.6161904078,18.614,
4/14/2015,10:00:00 PM,0,0.4654296165,17.892,
4/14/2015,11:00:00 PM,0,0.3286624566,17.26,
4/14/2015,12:00:00 AM,0,0.4154228415,16.585,
4/15/2015,1:00:00 AM,0,0.3066225,16.059,
4/15/2015,2:00:00 AM,0,0.3507917155,15.663,
4/15/2015,3:00:00 AM,0,0.3355288922,15.375,
4/15/2015,4:00:00 AM,0,0.3556176306,15.125,
4/15/2015,5:00:00 AM,0,0.3623284571,14.831,
4/15/2015,6:00:00 AM,0,0.4229751711,14.503,
4/15/2015,7:00:00 AM,0.137,0.5120227133,14.79,
4/15/2015,8:00:00 AM,0.78,0.4978327486,17.305,
4/15/2015,9:00:00 AM,1.422,0.4279624554,19.091,
4/15/2015,10:00:00 AM,1.924,0.3486269967,20.464,
4/15/2015,11:00:00 AM,2.217,0.2477292058,21.444,
4/15/2015,12:00:00 PM,2.347,0.2236659606,22.091,
4/15/2015,1:00:00 PM,2.284,0.2154773953,22.363,
4/15/2015,2:00:00 PM,1.971,0.2337306194,22.242,
4/15/2015,3:00:00 PM,1.549,0.3133224293,21.798,
4/15/2015,4:00:00 PM,1.072,0.4457553476,21.125,
4/15/2015,5:00:00 PM,0.47,0.6282931833,20.022,
4/15/2015,6:00:00 PM,0,0.7925543349,17.953,
4/15/2015,7:00:00 PM,0,0.8185072682,16.861,
4/15/2015,8:00:00 PM,0,0.7340172793,16.17,
4/15/2015,9:00:00 PM,0,0.6090255581,15.8,
4/15/2015,10:00:00 PM,0,0.4762657451,15.263,
4/15/2015,11:00:00 PM,0,0.3015593616,14.855,
4/15/2015,12:00:00 AM,0,0.4026578649,14.77,
4/16/2015,1:00:00 AM,0,0.2755912783,14.688,
4/16/2015,2:00:00 AM,0,0.3200459673,14.577,
4/16/2015,3:00:00 AM,0,0.3486714968,14.589,
4/16/2015,4:00:00 AM,0,0.3534429323,14.546,
4/16/2015,5:00:00 AM,0,0.3667239056,14.495,
4/16/2015,6:00:00 AM,0,0.4282482608,14.485,
4/16/2015,7:00:00 AM,0.029,0.5332487855,14.691,
4/16/2015,8:00:00 AM,0.272,0.5830322846,15.715,
4/16/2015,9:00:00 AM,0.557,0.5903153187,16.707,
4/16/2015,10:00:00 AM,0.419,0.5357840756,17.296,
4/16/2015,11:00:00 AM,0.475,0.476542584,17.591,
4/16/2015,12:00:00 PM,0.462,0.4896077568,17.66,
4/16/2015,1:00:00 PM,0.469,0.5161910133,17.655,
4/16/2015,2:00:00 PM,0.395,0.5588028934,17.674,
4/16/2015,3:00:00 PM,0.422,0.5944406902,17.844,
4/16/2015,4:00:00 PM,0.157,0.6439899507,17.367,
4/16/2015,5:00:00 PM,0.028,0.7533433174,16.571,
4/16/2015,6:00:00 PM,0,0.8864504188,15.827,
4/16/2015,7:00:00 PM,0,0.876503049,15.421,
4/16/2015,8:00:00 PM,0,0.8242200745,15.057,
4/16/2015,9:00:00 PM,0,0.7109553374,14.839,
4/16/2015,10:00:00 PM,0,0.5567707077,14.688,
4/16/2015,11:00:00 PM,0,0.3669108823,14.577,
4/16/2015,12:00:00 AM,0,0.4266279116,14.497,
4/17/2015,1:00:00 AM,0,0.2778994584,14.344,
4/17/2015,2:00:00 AM,0,0.352714344,14.169,
4/17/2015,3:00:00 AM,0,0.3589068714,13.992,
4/17/2015,4:00:00 AM,0,0.351708643,13.914,
4/17/2015,5:00:00 AM,0,0.3833767431,13.866,
4/17/2015,6:00:00 AM,0,0.434967339,13.808,
4/17/2015,7:00:00 AM,0.006,0.545727169,13.749,
4/17/2015,8:00:00 AM,0.125,0.6374503752,13.991,
4/17/2015,9:00:00 AM,0.282,0.6204265676,14.453,
4/17/2015,10:00:00 AM,0.451,0.5584756668,15.015,
4/17/2015,11:00:00 AM,0.583,0.5080825909,15.608,
4/17/2015,12:00:00 PM,0.696,0.5229536431,16.223,
4/17/2015,1:00:00 PM,0.815,0.5539414867,16.825,
4/17/2015,2:00:00 PM,0.819,0.5702381635,17.213,
4/17/2015,3:00:00 PM,0.583,0.6188450415,17.199,
4/17/2015,4:00:00 PM,0.31,0.6677991037,16.839,
4/17/2015,5:00:00 PM,0.065,0.7933077369,16.098,
4/17/2015,6:00:00 PM,0,0.9371126713,15.211,
4/17/2015,7:00:00 PM,0,0.9189342944,14.695,
4/17/2015,8:00:00 PM,0,0.8312409924,14.267,
4/17/2015,9:00:00 PM,0,0.7032812368,13.783,
4/17/2015,10:00:00 PM,0,0.570240072,13.138,
4/17/2015,11:00:00 PM,0,0.3781390608,12.606,
4/17/2015,12:00:00 AM,0,0.4185246733,12.405,
4/18/2015,1:00:00 AM,0,0.3239805773,12.443,
4/18/2015,2:00:00 AM,0,0.3291438447,12.414,
4/18/2015,3:00:00 AM,0,0.3551595651,12.277,
4/18/2015,4:00:00 AM,0,0.345233779,12.338,
4/18/2015,5:00:00 AM,0,0.3477855146,12.51,
4/18/2015,6:00:00 AM,0,0.413126994,12.579,
4/18/2015,7:00:00 AM,0.056,0.4860601808,13.131,
4/18/2015,8:00:00 AM,0.434,0.4820987681,14.655,
4/18/2015,9:00:00 AM,1.109,0.4915072311,15.761,
4/18/2015,10:00:00 AM,1.173,0.4363861795,16.763,
4/18/2015,11:00:00 AM,1.466,0.4100830413,17.812,
4/18/2015,12:00:00 PM,1.72,0.4112678969,18.669,
4/18/2015,1:00:00 PM,1.507,0.3545761396,18.805,
4/18/2015,2:00:00 PM,0.962,0.4219473971,18.499,
4/18/2015,3:00:00 PM,0.679,0.5439185997,18.166,
4/18/2015,4:00:00 PM,0.306,0.6740316791,17.223,
4/18/2015,5:00:00 PM,0.041,0.8185888315,15.764,
4/18/2015,6:00:00 PM,0,0.9771635237,14.502,
4/18/2015,7:00:00 PM,0,0.9542829755,13.826,
4/18/2015,8:00:00 PM,0,0.8742518873,13.512,
4/18/2015,9:00:00 PM,0,0.7580243335,13.176,
4/18/2015,10:00:00 PM,0,0.577787641,12.621,
4/18/2015,11:00:00 PM,0,0.3781828302,11.915,
4/18/2015,12:00:00 AM,0,0.4839755688,11.512,
4/19/2015,1:00:00 AM,0,0.3262400478,11.248,
4/19/2015,2:00:00 AM,0,0.3418583914,11.003,
4/19/2015,3:00:00 AM,0,0.353492603,10.717,
4/19/2015,4:00:00 AM,0,0.350178416,10.504,
4/19/2015,5:00:00 AM,0,0.372938828,10.476,
4/19/2015,6:00:00 AM,0,0.4331987495,10.497,
4/19/2015,7:00:00 AM,0.07,0.502714996,10.741,
4/19/2015,8:00:00 AM,0.569,0.5108043178,12.41,
4/19/2015,9:00:00 AM,1.277,0.4419344734,13.714,
4/19/2015,10:00:00 AM,1.773,0.389924838,14.569,
4/19/2015,11:00:00 AM,2.184,0.3684369357,15.301,
4/19/2015,12:00:00 PM,2.316,0.3648315016,15.809,
4/19/2015,1:00:00 PM,2.326,0.3685007643,16.16,
4/19/2015,2:00:00 PM,2.135,0.3627081496,16.257,
4/19/2015,3:00:00 PM,1.759,0.4176700673,15.977,
4/19/2015,4:00:00 PM,1.222,0.541032104,15.363,
4/19/2015,5:00:00 PM,0.492,0.7803639623,14.284,
4/19/2015,6:00:00 PM,0,1.053787692,12.28,
4/19/2015,7:00:00 PM,0,1.101558848,11.437,
4/19/2015,8:00:00 PM,0,1.026822691,10.921,
4/19/2015,9:00:00 PM,0,0.8822084692,10.35,
4/19/2015,10:00:00 PM,0,0.6589777705,9.825,
4/19/2015,11:00:00 PM,0,0.3937930793,9.437,
4/19/2015,12:00:00 AM,0,0.4716916534,9.043,
4/20/2015,1:00:00 AM,0,0.3096170917,8.453,
4/20/2015,2:00:00 AM,0,0.3335374355,7.778,
4/20/2015,3:00:00 AM,0,0.3366082639,7.156,
4/20/2015,4:00:00 AM,0,0.3813230219,6.651,
4/20/2015,5:00:00 AM,0,0.4155190347,6.327,
4/20/2015,6:00:00 AM,0,0.5266217837,6.149,
4/20/2015,7:00:00 AM,0.062,0.6667443934,6.617,
4/20/2015,8:00:00 AM,0.518,0.6767510728,8.58,
4/20/2015,9:00:00 AM,1.336,0.5447399321,11.15,
4/20/2015,10:00:00 AM,2.039,0.3807980451,13.651,
4/20/2015,11:00:00 AM,2.353,0.2378001044,14.976,
4/20/2015,12:00:00 PM,2.47,0.2069543287,15.984,
4/20/2015,1:00:00 PM,2.42,0.1922088211,16.702,
4/20/2015,2:00:00 PM,2.197,0.2404600548,17.105,
4/20/2015,3:00:00 PM,1.797,0.3370719012,17.099,
4/20/2015,4:00:00 PM,1.194,0.5178812584,16.589,
4/20/2015,5:00:00 PM,0.45,0.7774478961,15.323,
4/20/2015,6:00:00 PM,0,1.088717801,12.932,
4/20/2015,7:00:00 PM,0,1.16619586,12.083,
4/20/2015,8:00:00 PM,0,1.09609392,11.558,
4/20/2015,9:00:00 PM,0,0.9290085983,11.161,
4/20/2015,10:00:00 PM,0,0.6956872965,10.801,
4/20/2015,11:00:00 PM,0,0.4551428869,10.43,
4/20/2015,12:00:00 AM,0,0.4553035514,10.02,
4/21/2015,1:00:00 AM,0,0.3366267354,9.536,
4/21/2015,2:00:00 AM,0,0.385746177,9.044,
4/21/2015,3:00:00 AM,0,0.3711449455,8.613,
4/21/2015,4:00:00 AM,0,0.3744817442,8.251,
4/21/2015,5:00:00 AM,0,0.4112295185,7.99,
4/21/2015,6:00:00 AM,0,0.5176331627,7.889,
4/21/2015,7:00:00 AM,0.106,0.6462710198,8.207,
4/21/2015,8:00:00 AM,0.796,0.6184778809,10.178,
4/21/2015,9:00:00 AM,1.523,0.4851314967,12.723,
4/21/2015,10:00:00 AM,1.994,0.3452359723,14.753,
4/21/2015,11:00:00 AM,2.286,0.2225143375,16.234,
4/21/2015,12:00:00 PM,2.401,0.199209915,17.366,
4/21/2015,1:00:00 PM,2.352,0.1990341141,18.079,
4/21/2015,2:00:00 PM,2.133,0.2360684232,18.362,
4/21/2015,3:00:00 PM,1.739,0.315853131,18.225,
4/21/2015,4:00:00 PM,1.174,0.4653929075,17.647,
4/21/2015,5:00:00 PM,0.446,0.7194725584,16.317,
4/21/2015,6:00:00 PM,0,1.007330004,13.831,
4/21/2015,7:00:00 PM,0,1.083845834,12.862,
4/21/2015,8:00:00 PM,0,1.015691566,12.1,
4/21/2015,9:00:00 PM,0,0.8678028835,11.502,
4/21/2015,10:00:00 PM,0,0.6379991042,11.077,
4/21/2015,11:00:00 PM,0,0.4166303559,10.763,
4/21/2015,12:00:00 AM,0,0.4493394555,10.513,
4/22/2015,1:00:00 AM,0,0.3286455703,10.242,
4/22/2015,2:00:00 AM,0,0.3757016629,9.932,
4/22/2015,3:00:00 AM,0,0.3614404376,9.513,
4/22/2015,4:00:00 AM,0,0.3876633303,9.049,
4/22/2015,5:00:00 AM,0,0.4118840833,8.641,
4/22/2015,6:00:00 AM,0,0.5014960532,8.349,
4/22/2015,7:00:00 AM,0.101,0.644841925,8.567,
4/22/2015,8:00:00 AM,0.787,0.6340910007,10.707,
4/22/2015,9:00:00 AM,1.511,0.4951765731,13.209,
4/22/2015,10:00:00 AM,1.918,0.3610264994,16.036,
4/22/2015,11:00:00 AM,2.199,0.2145834387,17.58,
4/22/2015,12:00:00 PM,2.281,0.1859393968,18.735,
4/22/2015,1:00:00 PM,2.18,0.2570721942,19.54,
4/22/2015,2:00:00 PM,1.838,0.2859227285,19.842,
4/22/2015,3:00:00 PM,1.254,0.3185814155,19.617,
4/22/2015,4:00:00 PM,0.719,0.4729915725,19.004,
4/22/2015,5:00:00 PM,0.171,0.6843744549,17.413,
4/22/2015,6:00:00 PM,0,0.9535422837,15.315,
4/22/2015,7:00:00 PM,0,1.013543419,14.114,
4/22/2015,8:00:00 PM,0,0.9548707195,13.53,
4/22/2015,9:00:00 PM,0,0.8127877532,13.144,
4/22/2015,10:00:00 PM,0,0.619608039,12.756,
4/22/2015,11:00:00 PM,0,0.3591197901,12.441,
4/22/2015,12:00:00 AM,0,0.3894943875,12.201,
4/23/2015,1:00:00 AM,0,0.3091402685,12.081,
4/23/2015,2:00:00 AM,0,0.3420020223,11.587,
4/23/2015,3:00:00 AM,0,0.3389313834,11.164,
4/23/2015,4:00:00 AM,0,0.3698768335,11.087,
4/23/2015,5:00:00 AM,0,0.3817917232,11.284,
4/23/2015,6:00:00 AM,0,0.4829154006,11.461,
4/23/2015,7:00:00 AM,0.007,0.59716479,11.645,
4/23/2015,8:00:00 AM,0.122,0.6440298153,12.329,
4/23/2015,9:00:00 AM,0.308,0.6054815364,13.137,
4/23/2015,10:00:00 AM,0.654,0.5284926362,15.133,
4/23/2015,11:00:00 AM,0.988,0.4549789466,16.9,
4/23/2015,12:00:00 PM,1.007,0.5154887557,17.75,
4/23/2015,1:00:00 PM,0.994,0.4761922354,18.031,
4/23/2015,2:00:00 PM,0.978,0.3636620647,18.151,
4/23/2015,3:00:00 PM,0.915,0.4048822252,18.112,
4/23/2015,4:00:00 PM,0.558,0.5705607373,17.63,
4/23/2015,5:00:00 PM,0.156,0.7671903593,16.568,
4/23/2015,6:00:00 PM,0,0.9621315555,14.79,
4/23/2015,7:00:00 PM,0,0.9821508316,14.116,
4/23/2015,8:00:00 PM,0,0.9191249952,13.684,
4/23/2015,9:00:00 PM,0,0.7887022145,13.608,
4/23/2015,10:00:00 PM,0,0.5736408875,13.576,
4/23/2015,11:00:00 PM,0,0.3418660339,13.488,
4/23/2015,12:00:00 AM,0,0.4182726493,13.417,
4/24/2015,1:00:00 AM,0,0.3100721292,13.507,
4/24/2015,2:00:00 AM,0,0.3401916188,13.391,
4/24/2015,3:00:00 AM,0,0.3413601616,13.135,
